"Pitcher","MLBAM_ID","Year","# of total pitches","Total Edge%","Top Edge%","Bottom Edge%","Horizontal Edge%","Heart%","Out of Zone%"
"Cristhian Martinez",5337,"2012",1178,0.1613,0.0323,0.0688,0.0603,0.2419,0.4958
"Brad Brach",6627,"2012",1171,0.1494,0.029,0.0658,0.0547,0.2152,0.5406
"Tyler Chatwood",4338,"2012",1166,0.181,0.0377,0.06,0.0832,0.2041,0.5172
"Nate Jones",4696,"2012",1165,0.1648,0.0361,0.0575,0.0712,0.2524,0.4893
"Jhoulys Chacin",2608,"2012",1160,0.1724,0.0379,0.0595,0.075,0.2259,0.5043
"Rex Brothers",9794,"2012",1159,0.1519,0.0362,0.0682,0.0475,0.2209,0.5229
"Greg Holland",7196,"2012",1156,0.1505,0.0502,0.0502,0.0502,0.2128,0.5363
"Tom Gorzelanny",6244,"2012",1155,0.1714,0.0303,0.0571,0.084,0.187,0.5541
"Justin Germano",1938,"2012",1152,0.1632,0.0191,0.0564,0.0877,0.2326,0.5286
"Jared Hughes",9325,"2012",1148,0.1394,0.0061,0.0767,0.0566,0.128,0.6498
"Jonathan Papelbon",5975,"2012",1140,0.1912,0.0404,0.0386,0.1123,0.2377,0.4921
"Alex Burnett",4065,"2012",1139,0.2019,0.0263,0.0571,0.1185,0.2204,0.4943
"Chad Gaudin",1783,"2012",1136,0.191,0.0299,0.0783,0.0827,0.2509,0.4498
"Jose Valverde",1726,"2012",1131,0.183,0.0477,0.061,0.0743,0.2732,0.435
"Andy Pettitte",840,"2012",1129,0.1825,0.0213,0.0567,0.1045,0.1807,0.5589
"Jason Motte",5861,"2012",1124,0.2002,0.0569,0.0409,0.1023,0.2536,0.4484
"Chris Resop",3799,"2012",1123,0.1745,0.0401,0.0739,0.0606,0.2734,0.4381
"Bobby Parnell",9926,"2012",1122,0.1515,0.0401,0.0704,0.041,0.2237,0.5143
"Ryan Cook",8855,"2012",1121,0.1829,0.0419,0.0571,0.0839,0.2551,0.463
"Steve Delabar",11827,"2012",1120,0.1438,0.0491,0.0571,0.0375,0.2089,0.5411
"Jamey Wright",715,"2012",1120,0.1688,0.0268,0.0571,0.0848,0.2268,0.5205
"Livan Hernandez",1116,"2012",1111,0.1557,0.0216,0.063,0.0711,0.1737,0.586
"Rafael Soriano",1100,"2012",1107,0.1617,0.0334,0.0533,0.075,0.2276,0.5239
"Carlos Marmol",2790,"2012",1106,0.1772,0.0244,0.0615,0.0913,0.2197,0.5172
"Pedro Strop",4070,"2012",1105,0.1529,0.0299,0.0724,0.0507,0.229,0.5158
"Luke Gregerson",4090,"2012",1101,0.1544,0.0218,0.0872,0.0454,0.1889,0.5477
"Steve Cishek",6483,"2012",1100,0.1836,0.0245,0.0636,0.0955,0.2473,0.4809
"Fernando Rodney",494,"2012",1093,0.1821,0.0348,0.0695,0.0778,0.2187,0.495
"Jose Arredondo",4722,"2012",1089,0.1322,0.0478,0.0505,0.034,0.2084,0.5611
"Brandon League",3731,"2012",1085,0.1456,0.0221,0.0793,0.0442,0.1963,0.5567
"Joe Smith",3281,"2012",1085,0.1853,0.0194,0.071,0.0949,0.2046,0.5198
"David Hernandez",4259,"2012",1082,0.1969,0.0416,0.0518,0.1035,0.2375,0.4723
"Corey Kluber",2429,"2012",1082,0.1654,0.0471,0.0555,0.0628,0.2348,0.4972
"Kameron Loe",4422,"2012",1079,0.1548,0.0074,0.0982,0.0491,0.1761,0.5635
"Ramon Ramirez",7986,"2012",1079,0.1409,0.0361,0.0538,0.051,0.1752,0.5941
"Joel Peralta",2332,"2012",1079,0.1381,0.0519,0.0575,0.0287,0.2512,0.5014
"Wade LeBlanc",5221,"2012",1078,0.1725,0.0371,0.0677,0.0677,0.2291,0.4935
"Ronald Belisario",2203,"2012",1075,0.1907,0.0307,0.0623,0.0977,0.2614,0.4549
"Mitchell Boggs",3344,"2012",1075,0.1619,0.0223,0.0791,0.0605,0.2009,0.5358
"Joe Nathan",1122,"2012",1075,0.1721,0.0502,0.0428,0.0791,0.2437,0.4912
"Robbie Ross",6819,"2012",1068,0.2107,0.0412,0.0534,0.1161,0.2257,0.4691
"Zach Britton",3240,"2012",1068,0.1461,0.0309,0.0674,0.0478,0.1873,0.5684
"Craig Breslow",4363,"2012",1067,0.15,0.0347,0.0497,0.0656,0.2024,0.5633
"Glen Perkins",8041,"2012",1058,0.2155,0.0454,0.0463,0.1238,0.2306,0.4622
"Kenley Jansen",3096,"2012",1052,0.193,0.0542,0.057,0.0817,0.249,0.4468
"Manny Parra",4279,"2012",1046,0.1291,0.0277,0.0641,0.0373,0.2151,0.5641
"Alexi Ogando",10261,"2012",1044,0.1887,0.0441,0.0489,0.0958,0.2615,0.4569
"Daniel Bard",7115,"2012",1044,0.1944,0.0584,0.0441,0.092,0.1897,0.5134
"Fernando Salas",4971,"2012",1041,0.1489,0.0375,0.0596,0.0519,0.2229,0.5312
"Everett Teaford",3732,"2012",1033,0.1588,0.0368,0.0765,0.0455,0.2459,0.4821
"Juan Nicasio",7731,"2012",1023,0.1652,0.042,0.0626,0.0606,0.2326,0.4976
"Ryan Webb",7474,"2012",1023,0.1544,0.0147,0.0811,0.0587,0.2493,0.5005
"Brett Cecil",2660,"2012",1021,0.1538,0.0568,0.0548,0.0421,0.2057,0.5289
"Jim Johnson",3656,"2012",1020,0.1784,0.0382,0.0578,0.0824,0.2216,0.5039
"P.J. Walters",9557,"2012",1019,0.1806,0.0088,0.0805,0.0913,0.2257,0.5044
"Matt Thornton",1918,"2012",1018,0.2161,0.0265,0.0442,0.1454,0.2083,0.5049
"Jerry Blevins",7841,"2012",1014,0.1677,0.0178,0.075,0.075,0.2012,0.5385
"Ryan Mattheus",7169,"2012",1014,0.1795,0.0306,0.068,0.0809,0.1647,0.5572
"Joel Hanrahan",2186,"2012",1012,0.1551,0.0623,0.0553,0.0375,0.2273,0.5
"Sean Marshall",5905,"2012",1007,0.2026,0.0228,0.0755,0.1043,0.2195,0.4796
"Darren O'Day",3321,"2012",1007,0.1648,0.0238,0.0755,0.0655,0.2115,0.5243
"Alfredo Simon",2155,"2012",1004,0.1773,0.0498,0.0518,0.0757,0.2331,0.488
"Jeremy Affeldt",583,"2012",1004,0.1733,0.0189,0.0757,0.0787,0.2171,0.5149
"Roy Oswalt",571,"2012",1001,0.1888,0.047,0.0599,0.0819,0.2787,0.4256
"Santiago Casilla",2873,"2012",1001,0.1848,0.025,0.0509,0.1089,0.2068,0.5325
"Jason Grilli",521,"2012",997,0.1785,0.0522,0.0481,0.0782,0.2487,0.4724
"Chad Durbin",1442,"2012",996,0.1606,0.0211,0.0582,0.0813,0.1948,0.5653
"Drew Hutchison",10732,"2012",984,0.1758,0.0295,0.0783,0.0681,0.2226,0.4939
"Brett Myers",962,"2012",984,0.1636,0.0417,0.0671,0.0549,0.2754,0.4522
"Rhiner Cruz",711,"2012",979,0.1614,0.0388,0.048,0.0746,0.2053,0.5465
"Matt Harvey",11713,"2012",978,0.1595,0.0511,0.0389,0.0695,0.2321,0.5184
"Brandon Lyon",1312,"2012",976,0.1721,0.0195,0.0645,0.0881,0.1732,0.5707
"David Robertson",8241,"2012",974,0.1622,0.0493,0.0534,0.0595,0.2505,0.4846
"Chris Perez",5213,"2012",971,0.1751,0.0371,0.0834,0.0546,0.2853,0.4192
"Miguel Batista",46,"2012",970,0.1371,0.0423,0.0722,0.0227,0.1722,0.5763
"Jose Mijares",4140,"2012",969,0.1723,0.0361,0.0526,0.0836,0.2663,0.4727
"Matt Reynolds",8887,"2012",968,0.1694,0.0372,0.0671,0.0651,0.2366,0.4897
"Jonny Venters",7175,"2012",962,0.1694,0.0177,0.0561,0.0956,0.1445,0.6123
"Aaron Crow",10149,"2012",959,0.1637,0.0302,0.0772,0.0563,0.2023,0.5266
"Tony Sipp",8280,"2012",955,0.1424,0.0513,0.0565,0.0346,0.2314,0.5183
"Dale Thayer",5032,"2012",954,0.1677,0.0503,0.0681,0.0493,0.2379,0.4759
"Antonio Bastardo",8844,"2012",953,0.1522,0.0378,0.0619,0.0525,0.1962,0.5519
"Boone Logan",5525,"2012",952,0.1628,0.0252,0.062,0.0756,0.2059,0.5441
"Louis Coleman",9720,"2012",950,0.1463,0.0274,0.0705,0.0484,0.24,0.5158
"Sean Burnett",1886,"2012",949,0.1581,0.0063,0.0537,0.098,0.138,0.6438
"Dylan Axelrod",9303,"2012",948,0.135,0.0243,0.077,0.0338,0.2089,0.5549
"Casey Janssen",7355,"2012",948,0.192,0.0348,0.0591,0.0981,0.2131,0.5011
"Sam LeCure",4664,"2012",947,0.1679,0.0264,0.0623,0.0792,0.207,0.5364
"Bryan Shaw",8110,"2012",944,0.1727,0.0328,0.0678,0.072,0.2574,0.4693
"Jared Burton",8346,"2012",938,0.1642,0.0245,0.064,0.0757,0.2175,0.5299
"Jonathan Broxton",4759,"2012",937,0.1825,0.0342,0.0555,0.0928,0.2657,0.4621
"Brayan Villarreal",5180,"2012",935,0.1679,0.0289,0.0717,0.0674,0.2139,0.5176
"Phil Coke",5535,"2012",931,0.1515,0.0322,0.0687,0.0505,0.2331,0.5145
"Brad Ziegler",7293,"2012",930,0.1495,0.0022,0.1043,0.043,0.1387,0.6054
"Jon Rauch",1475,"2012",927,0.1424,0.0485,0.0658,0.028,0.2406,0.5027
"Wilton Lopez",4227,"2012",924,0.1861,0.0281,0.0649,0.0931,0.2468,0.474
"Logan Ondrusek",3677,"2012",923,0.1679,0.0358,0.0531,0.0791,0.2124,0.5309
"Craig Kimbrel",6655,"2012",921,0.164,0.0391,0.0641,0.0608,0.2454,0.4875
"Jamie Moyer",1091,"2012",919,0.1654,0.0087,0.0805,0.0762,0.1839,0.5615
"Jake McGee",7550,"2012",918,0.1928,0.0621,0.0556,0.0752,0.281,0.4085
"Addison Reed",10586,"2012",916,0.1932,0.0371,0.0622,0.0939,0.2762,0.4312
"Rafael Betancourt",177,"2012",916,0.167,0.0502,0.0677,0.0491,0.2773,0.4378
"Carl Pavano",790,"2012",914,0.1915,0.035,0.0536,0.1028,0.2352,0.4847
"Guillermo Moscoso",5106,"2012",911,0.1668,0.0527,0.0538,0.0604,0.2294,0.4973
"Burke Badenhop",9736,"2012",909,0.1903,0.0198,0.0737,0.0968,0.2607,0.4554
"Ross Ohlendorf",8268,"2012",905,0.1536,0.0497,0.0707,0.0331,0.2033,0.5227
"Octavio Dotel",555,"2012",903,0.186,0.0532,0.0465,0.0864,0.2957,0.4186
"Carlos Torres",7624,"2012",898,0.2116,0.02,0.0646,0.1269,0.2116,0.4922
"Clay Hensley",4593,"2012",898,0.1592,0.0401,0.0512,0.0679,0.216,0.5334
"Jacob Turner",10185,"2012",897,0.1605,0.0156,0.0803,0.0647,0.2085,0.5351
"Mike Dunn",9948,"2012",895,0.1609,0.0313,0.0693,0.0603,0.2369,0.5017
"Matt Albers",4300,"2012",893,0.1344,0.0134,0.0873,0.0336,0.1837,0.5812
"Erasmo Ramirez",10314,"2012",883,0.1846,0.0442,0.06,0.0804,0.2401,0.4711
"Jordan Norberto",8432,"2012",882,0.1553,0.0363,0.0522,0.0669,0.2256,0.5306
"Edward Mujica",3970,"2012",876,0.1701,0.0228,0.0799,0.0674,0.2626,0.4646
"Darren Oliver",206,"2012",873,0.2073,0.0321,0.0641,0.1111,0.236,0.4605
"Mike Adams",1937,"2012",865,0.1827,0.0254,0.074,0.0832,0.2694,0.4486
"Jim Miller",7458,"2012",853,0.1782,0.0481,0.0469,0.0832,0.2392,0.4877
"Vicente Padilla",964,"2012",853,0.1723,0.0375,0.0469,0.0879,0.2696,0.4736
"Jesse Crain",4817,"2012",851,0.1657,0.0529,0.0364,0.0764,0.2385,0.5065
"Daisuke Matsuzaka",7775,"2012",846,0.1584,0.0366,0.0556,0.0662,0.2589,0.4905
"Jeff Gray",7718,"2012",845,0.1917,0.0296,0.0757,0.0864,0.245,0.458
"Tony Watson",3132,"2012",844,0.1896,0.0379,0.0604,0.0912,0.2382,0.4739
"Chad Qualls",2170,"2012",842,0.1686,0.0226,0.0938,0.0523,0.2067,0.5083
"Eric O'Flaherty",5746,"2012",842,0.1473,0.0131,0.0724,0.0618,0.1805,0.5867
"Hisanori Takahashi",10091,"2012",834,0.1427,0.0132,0.0767,0.0528,0.2254,0.542
"Wesley Wright",5960,"2012",834,0.193,0.0324,0.0588,0.1019,0.229,0.4868
"Jair Jurrjens",5556,"2012",830,0.1506,0.0313,0.0651,0.0542,0.2301,0.5229
"Troy Patton",8368,"2012",830,0.1855,0.0373,0.0747,0.0735,0.2217,0.4807
"John Danks",6329,"2012",830,0.1687,0.0386,0.0518,0.0783,0.2542,0.4867
"Jason Frasor",1906,"2012",823,0.1786,0.051,0.0486,0.079,0.2321,0.4897
"J.P. Howell",8245,"2012",822,0.1533,0.0365,0.0377,0.0791,0.2214,0.5511
"Manny Acosta",8725,"2012",818,0.1467,0.044,0.0685,0.0342,0.2384,0.5024
"Fernando Abad",4994,"2012",815,0.1939,0.0368,0.0515,0.1055,0.2577,0.4601
"J.J. Putz",1795,"2012",813,0.1525,0.0431,0.0652,0.0443,0.2128,0.5264
"Kevin Gregg",1793,"2012",811,0.1825,0.0296,0.0654,0.0875,0.1911,0.5314
"Sergio Romo",9817,"2012",806,0.1712,0.0161,0.0757,0.0794,0.2196,0.5174
"Daniel Hudson",7146,"2012",799,0.164,0.02,0.0726,0.0713,0.2003,0.5432
"Charlie Morton",4676,"2012",795,0.2189,0.0314,0.0453,0.1421,0.2377,0.4667
"Andrew Cashner",8782,"2012",791,0.1694,0.0316,0.0708,0.067,0.2149,0.5133
"Sean Doolittle",1581,"2012",787,0.1779,0.0661,0.0457,0.0661,0.2757,0.4346
"Frank Francisco",1933,"2012",779,0.1515,0.0398,0.0668,0.0449,0.2298,0.5122
"Matt Lindstrom",4604,"2012",773,0.1682,0.031,0.0569,0.0802,0.2329,0.511
"Jason Isringhausen",1158,"2012",771,0.1699,0.0441,0.0623,0.0636,0.214,0.5097
"Ben Sheets",710,"2012",768,0.1484,0.0404,0.0651,0.043,0.2422,0.5039
"Javy Guerra",7407,"2012",747,0.1633,0.0442,0.0683,0.0509,0.2316,0.4926
"Josh Outman",4004,"2012",746,0.1515,0.0442,0.0523,0.055,0.2172,0.5349
"Charlie Furbush",1370,"2012",741,0.1552,0.031,0.0877,0.0364,0.2429,0.4831
"Mark Melancon",4264,"2012",739,0.1529,0.0433,0.0622,0.0474,0.2571,0.4844
"Cody Eppley",9095,"2012",739,0.1488,0,0.1001,0.0487,0.1556,0.5954
"Neftali Feliz",18,"2012",737,0.152,0.0624,0.0312,0.0583,0.2429,0.5115
"Marc Rzepczynski",6612,"2012",736,0.1522,0.0122,0.0747,0.0652,0.178,0.5829
"Shawn Kelley",7773,"2012",735,0.1442,0.0503,0.083,0.0109,0.2299,0.4925
"Francisco Cordero",1243,"2012",735,0.1469,0.034,0.0558,0.0571,0.2313,0.532
"Jordan Walden",3271,"2012",730,0.1726,0.0329,0.0822,0.0575,0.2315,0.4808
"Scott Downs",773,"2012",713,0.1332,0.014,0.0954,0.0238,0.1893,0.568
"Lucas Luetge",8337,"2012",711,0.1786,0.0197,0.0619,0.097,0.1913,0.5485
"Kevin Jepsen",6475,"2012",709,0.1481,0.0381,0.0621,0.048,0.2384,0.5134
"Vin Mazzaro",5231,"2012",707,0.1443,0.024,0.075,0.0453,0.2348,0.5219
"Manny Corpas",2807,"2012",706,0.1558,0.0099,0.0921,0.0538,0.2054,0.5368
"Ted Lilly",833,"2012",705,0.1943,0.0553,0.0454,0.0936,0.2454,0.4596
"LaTroy Hawkins",729,"2012",703,0.1622,0.0512,0.0427,0.0683,0.239,0.505
"Clayton Mortensen",3166,"2012",702,0.1553,0.0199,0.0655,0.0698,0.1823,0.5769
"Scott Atchison",2642,"2012",699,0.1731,0.0472,0.0401,0.0858,0.2346,0.505
"Duane Below",3124,"2012",694,0.1744,0.0461,0.072,0.0562,0.2478,0.4597
"Andrew Miller",6785,"2012",687,0.1776,0.0349,0.064,0.0786,0.2431,0.4803
"Jairo Asencio",3332,"2012",678,0.1755,0.0428,0.0369,0.0959,0.2286,0.5162
"Cory Wade",7570,"2012",675,0.16,0.0252,0.0948,0.04,0.243,0.477
"Dan Straily",9460,"2012",672,0.1711,0.0446,0.0699,0.0565,0.2024,0.5119
"Juan Cruz",273,"2012",671,0.1908,0.0462,0.0581,0.0864,0.2355,0.4694
"Steve Johnson",4053,"2012",670,0.1746,0.0537,0.0507,0.0701,0.2358,0.4851
"Mark Rogers",4083,"2012",669,0.1465,0.0523,0.0463,0.0478,0.2018,0.5531
"Andrew Werner",11783,"2012",665,0.1714,0.0286,0.0647,0.0782,0.215,0.5203
"Martin Perez",6902,"2012",662,0.139,0.0272,0.0619,0.0498,0.21,0.5619
"Shawn Tolleson",10481,"2012",660,0.1394,0.0394,0.0682,0.0318,0.2197,0.5333
"Luis Perez",6389,"2012",658,0.1809,0.0441,0.0623,0.0745,0.2508,0.462
"Junichi Tazawa",4079,"2012",656,0.1357,0.0366,0.0838,0.0152,0.253,0.4909
"Rafael Dolis",4185,"2012",654,0.1468,0.026,0.0612,0.0596,0.1942,0.5719
"Michael Bowden",4440,"2012",653,0.1792,0.0459,0.0597,0.0735,0.2052,0.51
"George Kontos",9486,"2012",647,0.1468,0.0541,0.0649,0.0278,0.2535,0.4807
"Jeff Niemann",8591,"2012",646,0.2059,0.0402,0.0557,0.1099,0.1765,0.5217
"Randy Choate",813,"2012",638,0.1818,0.0172,0.0611,0.1034,0.2194,0.5204
"Mark Lowe",7416,"2012",638,0.1834,0.0486,0.0705,0.0643,0.2492,0.4483
"Mike Zagurski",9683,"2012",638,0.2006,0.0345,0.0408,0.1254,0.1912,0.5329
"Felipe Paulino",3777,"2012",637,0.1884,0.0455,0.0455,0.0973,0.2276,0.4929
"David Carpenter",9244,"2012",636,0.1352,0.0189,0.0739,0.0425,0.1714,0.6006
"Kip Wells",1012,"2012",636,0.1588,0.0299,0.0613,0.0676,0.1745,0.5755
"Victor Marte",5158,"2012",635,0.1606,0.0252,0.0504,0.085,0.2142,0.5496
"Michael Kirkman",9877,"2012",628,0.1592,0.0462,0.0573,0.0557,0.2229,0.5143
"David Carpenter",3959,"2012",628,0.1927,0.035,0.0589,0.0987,0.2213,0.492
"Jeremy Accardo",6428,"2012",624,0.1554,0.024,0.0833,0.0481,0.2099,0.5272
"Zach Stewart",7397,"2012",621,0.1691,0.0225,0.0757,0.0709,0.2271,0.5056
"Michael Gonzalez",1794,"2012",619,0.1454,0.0501,0.0614,0.0339,0.21,0.5331
"Michael Schwimer",8103,"2012",603,0.1708,0.0381,0.0498,0.0829,0.2189,0.5224
"Clay Rapada",4831,"2012",603,0.1658,0.0199,0.0829,0.063,0.2388,0.4925
"Tim Dillard",5518,"2012",603,0.1675,0,0.0813,0.0862,0.1393,0.6119
"Evan Scribner",7525,"2012",598,0.1639,0.0485,0.0769,0.0385,0.2759,0.4348
"Casey Fien",3926,"2012",594,0.1667,0.0354,0.0724,0.0589,0.2559,0.4697
"Huston Street",8258,"2012",580,0.1448,0.0224,0.069,0.0534,0.2086,0.5552
"Javier Lopez",1663,"2012",568,0.1285,0.0018,0.1092,0.0176,0.2077,0.5528
"Brad Boxberger",10133,"2012",567,0.1446,0.0212,0.0811,0.0423,0.2169,0.5362
"Chien-Ming Wang",2074,"2012",565,0.1717,0.0319,0.085,0.0549,0.1858,0.5257
"Jeff Locke",2929,"2012",563,0.1794,0.032,0.0746,0.0728,0.2487,0.4654
"Tanner Scheppers",10267,"2012",561,0.1622,0.0588,0.0606,0.0428,0.2745,0.4439
"Xavier Cedeno",36,"2012",558,0.129,0.0233,0.0645,0.0412,0.2079,0.5753
"Henry Rodriguez",6371,"2012",552,0.1522,0.0344,0.0707,0.0471,0.1866,0.5562
"Scott Elbert",7489,"2012",551,0.1525,0.0381,0.0889,0.0254,0.225,0.4955
"Luis Avilan",2882,"2012",548,0.1259,0.0274,0.0566,0.042,0.1606,0.6296
"Esmerling Vasquez",5280,"2012",546,0.1703,0.0275,0.0623,0.0806,0.2143,0.5256
"Randy Wells",4535,"2012",546,0.1264,0.0092,0.0531,0.0641,0.1795,0.6319
"Alex Hinshaw",3941,"2012",546,0.1813,0.0238,0.0476,0.1099,0.196,0.5513
"Cody Allen",12183,"2012",539,0.1614,0.0427,0.0668,0.0519,0.2449,0.4842
"Jake Diekman",5003,"2012",533,0.1801,0.0225,0.0488,0.1088,0.2251,0.5235
"Joe Thatcher",4620,"2012",532,0.1823,0.0282,0.0733,0.0808,0.2538,0.4624
"Jim Henderson",6653,"2012",531,0.1657,0.0339,0.0603,0.0716,0.2392,0.5009
"Chris Seddon",3833,"2012",528,0.1742,0.0455,0.0511,0.0777,0.2197,0.5095
"Tyler Cloyd",8536,"2012",528,0.1761,0.0057,0.0701,0.1004,0.1951,0.553
"Scott Maine",885,"2012",527,0.1822,0.0323,0.0664,0.0835,0.1973,0.5218
"Tim Byrdak",1995,"2012",524,0.1584,0.0401,0.0573,0.0611,0.2214,0.5229
"Danny Duffy",3542,"2012",523,0.1836,0.0459,0.0535,0.0841,0.239,0.478
"Tyler Skaggs",10190,"2012",522,0.1628,0.0421,0.0536,0.067,0.2011,0.5402
"Brett Anderson",8223,"2012",522,0.1494,0.0326,0.0613,0.0556,0.2797,0.477
"Josh Kinney",3638,"2012",521,0.167,0.0192,0.0653,0.0825,0.2131,0.5355
"Nate Adcock",3282,"2012",520,0.1481,0.0212,0.075,0.0519,0.1981,0.5577
"J.J. Hoover",9037,"2012",518,0.1776,0.0502,0.0309,0.0965,0.2162,0.5251
"Miles Mikolas",9803,"2012",518,0.1699,0.0309,0.056,0.083,0.2432,0.5
"Brian Fuentes",429,"2012",514,0.1868,0.0253,0.0506,0.1109,0.2568,0.4805
"Koji Uehara",9227,"2012",513,0.1715,0.0448,0.078,0.0487,0.2456,0.46
"Cory Luebke",1984,"2012",512,0.1973,0.0547,0.0586,0.084,0.2539,0.4355
"Dana Eveland",5508,"2012",511,0.1898,0.047,0.047,0.0959,0.2055,0.5108
"Mickey Storey",4721,"2012",509,0.1611,0.0511,0.0589,0.0511,0.2456,0.4833
"Chris Rusin",9895,"2012",507,0.1795,0.0178,0.0769,0.0848,0.1893,0.5365
"John Lannan",7080,"2012",507,0.14,0.0316,0.0513,0.0572,0.211,0.5661
"Casey Kelly",9174,"2012",505,0.1505,0.0178,0.0554,0.0772,0.2158,0.5604
"Jeff Suppan",633,"2012",504,0.1647,0.0218,0.0754,0.0675,0.2183,0.5198
"Jeremy Horst",596,"2012",494,0.1781,0.0587,0.0547,0.0648,0.2348,0.4737
"Chris Archer",6345,"2012",490,0.149,0.0224,0.051,0.0755,0.1796,0.598
"Jesse Chavez",5448,"2012",473,0.1924,0.0169,0.0655,0.1099,0.2579,0.4672
"Raul Valdes",1953,"2012",472,0.2034,0.0169,0.0572,0.1292,0.2161,0.5064
"Carter Capps",12803,"2012",472,0.2373,0.0593,0.0381,0.1398,0.2076,0.4576
"Joe Wieland",6109,"2012",467,0.152,0.045,0.0578,0.0493,0.242,0.5032
"Nick Hagadone",1351,"2012",463,0.1706,0.0583,0.0648,0.0475,0.257,0.4492
"Oliver Perez",1514,"2012",461,0.1909,0.0304,0.0759,0.0846,0.2711,0.4317
"Casey Coleman",8270,"2012",459,0.1895,0.0109,0.0588,0.1198,0.1874,0.5534
"Chad Jenkins",10326,"2012",454,0.2159,0.0308,0.0727,0.1123,0.2379,0.4427
"Wily Peralta",7738,"2012",454,0.1674,0.0264,0.0705,0.0705,0.1828,0.5529
"Nick Vincent",7555,"2012",448,0.1607,0.0246,0.0469,0.0893,0.2455,0.5223
"Matt Capps",4788,"2012",446,0.1749,0.0291,0.0605,0.0852,0.296,0.4395
"Brad Penny",535,"2012",444,0.1712,0.0405,0.0833,0.0473,0.232,0.473
"Tyler Robertson",3223,"2012",441,0.1202,0.0431,0.068,0.0091,0.1927,0.576
"Kyle McPherson",5009,"2012",440,0.1795,0.0409,0.0545,0.0841,0.2477,0.4773
"Kyle Farnsworth",278,"2012",439,0.2027,0.0205,0.0501,0.1321,0.2415,0.4852
"Stephen Pryor",10663,"2012",438,0.1461,0.0571,0.0662,0.0228,0.2534,0.4772
"Chuckie Fick",7978,"2012",437,0.1487,0.0229,0.0481,0.0778,0.2265,0.5538
"Aaron Loup",10343,"2012",434,0.2097,0.0115,0.0922,0.106,0.2212,0.4654
"Armando Galarraga",4222,"2012",433,0.1293,0.0115,0.0647,0.0531,0.1871,0.6074
"David Huff",4257,"2012",432,0.1782,0.0417,0.0347,0.1019,0.2477,0.4977
"Elvin Ramirez",2247,"2012",429,0.1655,0.0443,0.042,0.0793,0.1911,0.5571
"Cesar Ramos",3357,"2012",428,0.1659,0.0187,0.0748,0.0724,0.2056,0.535
"Josh Edgin",10796,"2012",426,0.1526,0.0423,0.0587,0.0516,0.2207,0.5258
"Edgar Gonzalez",1727,"2012",426,0.1948,0.0305,0.0469,0.1174,0.216,0.5117
"Stephen Fife",8077,"2012",421,0.1781,0.0428,0.0618,0.0736,0.2494,0.4679
"Brooks Raley",10061,"2012",415,0.1566,0.0169,0.0675,0.0723,0.1639,0.5952
"Brad Bergesen",8375,"2012",412,0.2063,0.0218,0.0825,0.1019,0.2257,0.4636
"B.J. Rosenberg",7183,"2012",410,0.1415,0.0341,0.0561,0.0512,0.2293,0.539
"Shane Loux",1613,"2012",408,0.1716,0.0172,0.0662,0.0882,0.2451,0.5
"Joe Savery",2835,"2012",404,0.1906,0.047,0.0396,0.104,0.2302,0.4926
"Collin McHugh",7531,"2012",396,0.1364,0.0429,0.0556,0.0379,0.1995,0.5657
"Will Ohman",296,"2012",395,0.1797,0.0582,0.0532,0.0684,0.2253,0.4835
"Drew Storen",6983,"2012",394,0.1447,0.0457,0.066,0.033,0.2462,0.4975
"Alberto Cabrera",8352,"2012",390,0.1487,0.0333,0.0564,0.059,0.1538,0.6077
"Jeff Manship",6865,"2012",387,0.1654,0.0336,0.0594,0.0724,0.2171,0.5245
"Joel Carreno",2746,"2012",386,0.171,0.0337,0.0881,0.0492,0.2306,0.4767
"Guillermo Mota",1467,"2012",383,0.154,0.0339,0.047,0.0731,0.2089,0.5561
"Brian Omogrosso",1353,"2012",380,0.1605,0.0395,0.0553,0.0658,0.2342,0.5105
"Edgmer Escalona",8574,"2012",379,0.2032,0.0396,0.0686,0.095,0.2507,0.438
"Tyler Thornburg",10688,"2012",375,0.184,0.048,0.0533,0.0827,0.2027,0.512
"Trevor Rosenthal",10745,"2012",368,0.1766,0.0408,0.0299,0.106,0.25,0.5027
"Graham Godfrey",3128,"2012",364,0.1374,0.0385,0.0412,0.0577,0.2857,0.4973
"Jeff Beliveau",8504,"2012",361,0.1801,0.0305,0.0332,0.1163,0.2715,0.4848
"Enerio Del Rosario",4204,"2012",361,0.1828,0.0249,0.0665,0.0914,0.2161,0.5097
"Joba Chamberlain",2692,"2012",361,0.1496,0.0471,0.0471,0.0554,0.1801,0.5762
"Darin Downs",5903,"2012",352,0.1761,0.0085,0.0767,0.0909,0.1506,0.5881
"Rich Hill",4806,"2012",348,0.1925,0.069,0.0517,0.0718,0.273,0.4138
"Kyle Waldrop",7513,"2012",346,0.1734,0.0087,0.078,0.0867,0.2139,0.526
"Sam Freeman",6832,"2012",345,0.1971,0.0261,0.0493,0.1217,0.2029,0.5246
"Luis Marte",8651,"2012",344,0.189,0.0145,0.0872,0.0872,0.2064,0.5029
"Pedro Figueroa",6616,"2012",341,0.1584,0.0323,0.044,0.0821,0.2141,0.5513
"Lendy Castillo",11562,"2012",341,0.1672,0.0499,0.088,0.0293,0.1877,0.5073
"Scott Barnes",8718,"2012",337,0.1573,0.0178,0.0742,0.0653,0.2196,0.5312
